pOk,pDressOkSlow,result
0.4,0.8,0.38969125284402917
0.4,0.9,0.37787193011038733
0.5,0.8,0.37601061249219975
0.5,0.9,0.3677912869313916
0.6,0.8,0.36232998009250955
0.6,0.9,0.3556488247597396
0.7,0.8,0.34856737278216143
0.7,0.9,0.34131803731479776
